Circular 	Gene
hsa_circ_0002704	MACF1
hsa_circ_0006783	None
hsa_circ_0088920	CCBL1
hsa_circ_0044456	ITGA3
hsa_circ_0014763	IQGAP3
hsa_circ_0035657	USP3
hsa_circ_0071724	CLPTM1L
hsa_circ_0000153	MPZL1
hsa_circ_0091253	BTK
hsa_circ_0085336	EBAG9
hsa_circ_0006216	ITGB1BP1
hsa_circ_0048059	BSG
hsa_circ_0072272	NUP155
hsa_circ_0028365	C12orf51
hsa_circ_0011516	ZMYM6
hsa_circ_0046473	TBCD
hsa_circ_0073495	PAM
hsa_circ_0001042	None
hsa_circ_0016658	ENAH
hsa_circ_0080358	RABGEF1
hsa_circ_0012652	SSBP3
hsa_circ_0017345	AHCTF1
hsa_circ_0014117	PIP5K1A
hsa_circ_0061349	APP
hsa_circ_0016370	INTS7
hsa_circ_0028221	PPP1CC
hsa_circ_0087213	ANXA1
hsa_circ_0066562	ROBO1
hsa_circ_0083686	DOCK5
hsa_circ_0067294	IFT122
hsa_circ_0014193	SNX27
hsa_circ_0022917	EFEMP2
hsa_circ_0058536	SPHKAP
hsa_circ_0066242	FAM208A
hsa_circ_0037131	NPRL3
hsa_circ_0079135	MAD1L1
hsa_circ_0025388	A2ML1
hsa_circ_0048851	TNFSF9
hsa_circ_0074634	FAT2
hsa_circ_0005189	ASAP1
hsa_circ_0006327	TP53BP1
hsa_circ_0006999	TIPARP
hsa_circ_0021887	ARHGAP1
hsa_circ_0041425	PAFAH1B1
hsa_circ_0082600	TRIM24
hsa_circ_0029931	BRCA2
hsa_circ_0061812	C2CD2
hsa_circ_0035840	ZNF609
hsa_circ_0061777	BACE2
hsa_circ_0050704	WDR62
hsa_circ_0031376	RABGGTA
hsa_circ_0009572	RERE
hsa_circ_0022586	SLC3A2
hsa_circ_0090909	HEPH
hsa_circ_0075543	LY86-AS1
hsa_circ_0072534	C5orf35
hsa_circ_0040027	CIRH1A
hsa_circ_0034055	TUBGCP5
hsa_circ_0031243	PRMT5
hsa_circ_0048365	DOT1L
hsa_circ_0016976	PCNXL2
hsa_circ_0077487	ASCC3
hsa_circ_0073515	FBXL17
hsa_circ_0011768	MACF1
hsa_circ_0006660	CHPT1
hsa_circ_0063379	RPL3
hsa_circ_0061748	BRWD1
hsa_circ_0062224	CLTCL1
hsa_circ_0016731	CDC42BPA
hsa_circ_0065020	ZNF197
hsa_circ_0070052	SHROOM3
hsa_circ_0046219	HGS
hsa_circ_0088460	DENND1A
hsa_circ_0026488	KRT18
hsa_circ_0041366	RPA1
hsa_circ_0090494	FTSJ1
hsa_circ_0035940	DENND4A
hsa_circ_0055288	SLC4A5
hsa_circ_0033093	ATG2B
hsa_circ_0072133	RAI14
hsa_circ_0065344	MAP4
hsa_circ_0087748	ERP44
hsa_circ_0007996	PCNX
hsa_circ_0080154	TNS3
hsa_circ_0077763	STL
hsa_circ_0030685	FARP1
hsa_circ_0031891	PYGL
hsa_circ_0044145	PLCD3
hsa_circ_0028927	ACADS
hsa_circ_0030483	MYCBP2
hsa_circ_0020704	RPLP2
hsa_circ_0054909	COMMD1
hsa_circ_0083301	TNKS
hsa_circ_0015344	TNR
hsa_circ_0068382	EHHADH
hsa_circ_0012959	FPGT-TNNI3K
hsa_circ_0044006	MPP3
hsa_circ_0063060	RBFOX2
hsa_circ_0019819	PDCD11
hsa_circ_0011894	ZMPSTE24
hsa_circ_0079755	PDE1C
hsa_circ_0067374	DNAJC13
hsa_circ_0065933	TEX264
hsa_circ_0086945	TLN1
hsa_circ_0087862	RAD23B
hsa_circ_0041818	NEURL4
hsa_circ_0030276	DLEU2
hsa_circ_0036239	BBS4
hsa_circ_0053604	BIRC6
hsa_circ_0007403	IL15RA
hsa_circ_0014913	COPA
hsa_circ_0024558	HINFP
hsa_circ_0064636	RBMS3
hsa_circ_0011507	CSMD2
hsa_circ_0062249	HIRA
hsa_circ_0080687	POM121C
hsa_circ_0089646	ANAPC2
hsa_circ_0052772	NBAS
hsa_circ_0041355	RPA1
hsa_circ_0054039	STRN
hsa_circ_0011266	SNRNP40
hsa_circ_0048794	RANBP3
hsa_circ_0006756	XRN2
hsa_circ_0070212	PAQR3
hsa_circ_0036671	AEN
hsa_circ_0090882	MSN
hsa_circ_0060110	SPAG4
hsa_circ_0047234	LAMA3
hsa_circ_0089065	USP20
hsa_circ_0001723	ANKIB1
hsa_circ_0045501	WIPI1
hsa_circ_0013304	HIAT1
hsa_circ_0025781	CAPRIN2
hsa_circ_0021268	GALNTL4
hsa_circ_0067931	PRKCI
hsa_circ_0041340	SERPINF1
hsa_circ_0056355	WDR33
hsa_circ_0066592	CADM2
hsa_circ_0087511	CENPP
hsa_circ_0026132	TUBA1A
hsa_circ_0003344	TMCC2
hsa_circ_0015652	EDEM3
hsa_circ_0082060	PTPRZ1
hsa_circ_0013630	TRIM33
hsa_circ_0087575	HIATL1
hsa_circ_0070847	KIAA1109
hsa_circ_0085471	ATAD2
hsa_circ_0031783	POLE2
hsa_circ_0004561	C8orf83
hsa_circ_0006380	TCF12
hsa_circ_0020922	PGAP2
hsa_circ_0075005	NPM1
hsa_circ_0011214	PUM1
hsa_circ_0053566	BIRC6
hsa_circ_0023041	PC
hsa_circ_0012669	DHCR24
hsa_circ_0047057	ROCK1
hsa_circ_0060543	SDC4
hsa_circ_0032051	MUDENG
hsa_circ_0054679	FANCL
hsa_circ_0058650	ARMC9
hsa_circ_0010464	EIF4G3
hsa_circ_0061022	TAF4
hsa_circ_0007868	SARS
hsa_circ_0010363	UBR4
hsa_circ_0055791	INPP4A
hsa_circ_0043497	MED24
hsa_circ_0088173	COL27A1
hsa_circ_0080784	MDH2
hsa_circ_0020637	PKP3
hsa_circ_0005407	ZFAND3
hsa_circ_0015563	DHX9
hsa_circ_0029760	PARP4
hsa_circ_0049565	TNPO2
hsa_circ_0089240	POMT1
hsa_circ_0052188	PPP1R12C
hsa_circ_0056757	GPD2
hsa_circ_0064133	SETD5
hsa_circ_0038063	NDE1
hsa_circ_0023162	TCIRG1
hsa_circ_0080004	PGAM2
hsa_circ_0085116	RNF19A
hsa_circ_0067243	ACAD9
hsa_circ_0032270	EIF2S1
hsa_circ_0043126	AP2B1
hsa_circ_0037497	CASKIN1
hsa_circ_0083031	MLL3
hsa_circ_0027753	FGD6
hsa_circ_0034071	CYFIP1
hsa_circ_0073912	HSPA4
hsa_circ_0024455	MLL
hsa_circ_0052624	PQLC3
hsa_circ_0077494	ASCC3
hsa_circ_0052030	C19orf48
hsa_circ_0030950	TUBGCP3
hsa_circ_0084339	PRKDC
hsa_circ_0091819	IRAK1
hsa_circ_0072068	GOLPH3
hsa_circ_0019064	ACTA2
hsa_circ_0076254	BTBD9
hsa_circ_0060778	STAU1
hsa_circ_0078849	None
hsa_circ_0088626	RALGPS1
hsa_circ_0088824	GLE1
hsa_circ_0052715	NBAS
hsa_circ_0042329	TOP3A
hsa_circ_0029779	MTMR6
hsa_circ_0029423	RAN
hsa_circ_0009659	CLSTN1
hsa_circ_0090808	PHF8
hsa_circ_0069401	RELL1
hsa_circ_0044318	KPNB1
hsa_circ_0038162	ABCC6
hsa_circ_0024408	CEP164
hsa_circ_0052326	ZNF274
hsa_circ_0066673	SENP7
hsa_circ_0036751	C15orf38-AP3S2
hsa_circ_0046104	SLC38A10
hsa_circ_0066819	SIDT1
hsa_circ_0017333	AHCTF1
hsa_circ_0008191	KIAA0355
hsa_circ_0063782	C22orf40
hsa_circ_0087977	KIAA0368
hsa_circ_0045376	PRKCA
hsa_circ_0085916	PLEC
hsa_circ_0049603	PRDX2
hsa_circ_0056303	CLASP1
hsa_circ_0079237	RBAK
hsa_circ_0009717	KIF1B
hsa_circ_0071414	CBR4
hsa_circ_0072211	C5orf42
hsa_circ_0052166	NCR1
hsa_circ_0000693	ITGAX
hsa_circ_0033605	PACS2
hsa_circ_0024848	NFRKB
hsa_circ_0074754	HAVCR2
hsa_circ_0009897	PLOD1
hsa_circ_0027795	NTN4
hsa_circ_0059486	KIF16B
hsa_circ_0080795	ZP3
hsa_circ_0034571	BUB1B
hsa_circ_0055764	TMEM131
hsa_circ_0087724	ANKS6
hsa_circ_0017071	B3GALNT2
hsa_circ_0078758	C6orf70
hsa_circ_0030612	DZIP1
hsa_circ_0064230	FANCD2
hsa_circ_0089716	EHMT1
hsa_circ_0089828	PRKX
hsa_circ_0012363	STIL
hsa_circ_0047440	MOCOS
hsa_circ_0068256	ABCC5
hsa_circ_0011590	CLSPN
hsa_circ_0088256	PAPPA
hsa_circ_0076549	XPO5
hsa_circ_0046994	CEP192
hsa_circ_0074790	ADAM19
hsa_circ_0060118	CPNE1
hsa_circ_0024245	DDX10
hsa_circ_0006506	ADK
hsa_circ_0035718	HERC1
hsa_circ_0036314	C15orf17
hsa_circ_0044201	TCONS_l2_00011557
hsa_circ_0003380	ZFPM2
hsa_circ_0027656	NAV3
hsa_circ_0075133	UIMC1
hsa_circ_0021432	HPS5
hsa_circ_0087030	MELK
hsa_circ_0074018	DDX46
hsa_circ_0046034	RNF213
hsa_circ_0056123	MERTK
hsa_circ_0018577	DDX21
hsa_circ_0041385	SMG6
hsa_circ_0076438	KLHDC3
hsa_circ_0084458	PRKDC
hsa_circ_0083202	ESYT2
hsa_circ_0049305	SLC44A2
hsa_circ_0016557	TP53BP2
hsa_circ_0056211	DDX18
hsa_circ_0014315	GATAD2B
hsa_circ_0027933	HSP90B1
hsa_circ_0082300	FAM40B
hsa_circ_0021951	DDB2
hsa_circ_0001309	NEK4
hsa_circ_0030989	CUL4A
hsa_circ_0002500	VPS35
hsa_circ_0058055	BARD1
hsa_circ_0053839	BIRC6
hsa_circ_0016560	TP53BP2
hsa_circ_0084636	PDE7A
hsa_circ_0039471	MT1X
hsa_circ_0061933	TRAPPC10
hsa_circ_0074415	RBM27
hsa_circ_0016438	SMYD2
hsa_circ_0014875	DCAF8
hsa_circ_0012858	RAVER2
hsa_circ_0073200	RASGRF2
hsa_circ_0058647	ARMC9
hsa_circ_0003322	PHF20
hsa_circ_0068378	VPS8
hsa_circ_0029120	KNTC1
hsa_circ_0042313	FLII
hsa_circ_0076459	CUL7
hsa_circ_0074439	RBM27
hsa_circ_0049657	NFIX
hsa_circ_0054024	FEZ2
hsa_circ_0071422	SH3RF1
hsa_circ_0062665	MYO18B
hsa_circ_0057121	ZAK
hsa_circ_0063523	RANGAP1
hsa_circ_0084485	MCM4
hsa_circ_0008888	STIL
hsa_circ_0034794	VPS39
hsa_circ_0088890	WDR34
hsa_circ_0002326	RAB31
hsa_circ_0037794	ABAT
hsa_circ_0060902	ATP9A
hsa_circ_0012416	EPS15
hsa_circ_0057079	METAP1D
hsa_circ_0062675	TFIP11
hsa_circ_0007200	LSG1
hsa_circ_0077514	HACE1
hsa_circ_0049587	TNPO2
hsa_circ_0062575	CABIN1
hsa_circ_0040580	CENPN
hsa_circ_0004095	DDI2
hsa_circ_0029341	SCARB1
hsa_circ_0010485	EIF4G3
hsa_circ_0071369	TMEM192
hsa_circ_0068869	FGFR3
hsa_circ_0070684	C4orf21
hsa_circ_0002027	FMN2
hsa_circ_0090022	MAP3K15
hsa_circ_0016227	SRGAP2
hsa_circ_0045660	KIAA0195
hsa_circ_0027841	ANKS1B
hsa_circ_0066194	CHDH
hsa_circ_0062792	ASCC2
hsa_circ_0008562	CCDC40
hsa_circ_0081326	ARPC1A
hsa_circ_0072323	RICTOR
hsa_circ_0066396	ACOX2
hsa_circ_0021531	TCONS_00019121
hsa_circ_0040667	MBTPS1
hsa_circ_0003330	SUZ12
hsa_circ_0061089	LAMA5
hsa_circ_0082191	FLNC
hsa_circ_0082611	KIAA1549
hsa_circ_0018160	NRP1
hsa_circ_0066777	PVRL3
hsa_circ_0054117	PRKD3
hsa_circ_0057320	ITGAV
hsa_circ_0058148	FN1
hsa_circ_0091949	FLNA
hsa_circ_0091862	FLNA
hsa_circ_0022755	CDCA5
hsa_circ_0036431	HMG20A
hsa_circ_0051994	VRK3
hsa_circ_0000211	SFMBT2
hsa_circ_0060349	PPP1R16B
hsa_circ_0078571	IGF2R
hsa_circ_0009816	MTOR
hsa_circ_0052915	APOB
hsa_circ_0051544	SNRPD2
hsa_circ_0013259	DPYD
hsa_circ_0078028	REPS1
hsa_circ_0065085	LARS2
hsa_circ_0001564	CANX
hsa_circ_0012110	ARTN
hsa_circ_0083945	RAB11FIP1
hsa_circ_0036154	MYO9A
hsa_circ_0051628	SLC1A5
hsa_circ_0076899	PRIM2
hsa_circ_0052472	TTC15
hsa_circ_0091238	CENPI
hsa_circ_0001872	SEMA4D
hsa_circ_0082737	BRAF
hsa_circ_0029709	ZDHHC20
hsa_circ_0051726	LIG1
hsa_circ_0057268	NCKAP1
hsa_circ_0079617	MPP6
hsa_circ_0035502	MYO1E
hsa_circ_0092131	IKBKG
hsa_circ_0084157	HOOK3
hsa_circ_0040723	ZDHHC7
hsa_circ_0075699	FAM8A1
hsa_circ_0066705	NFKBIZ
hsa_circ_0018053	WAC
hsa_circ_0021640	CAPRIN1
hsa_circ_0059846	CDK5RAP1
hsa_circ_0063592	XRCC6
hsa_circ_0060388	PLCG1
hsa_circ_0061505	IL10RB
hsa_circ_0039310	LONP2
hsa_circ_0070049	SHROOM3
hsa_circ_0007194	LRRC37BP1
hsa_circ_0077280	ORC3
hsa_circ_0082484	WDR91
hsa_circ_0029039	WDR66
hsa_circ_0028556	MED13L
hsa_circ_0055623	GPAT2
hsa_circ_0062517	RAB36
hsa_circ_0082897	RARRES2
hsa_circ_0002458	PTPN12
hsa_circ_0078365	SCAF8
hsa_circ_0075581	DSP
hsa_circ_0015589	LAMC1
hsa_circ_0033106	ATG2B
hsa_circ_0051347	LOC390940
hsa_circ_0016326	IRF6
hsa_circ_0033852	ADAM6
hsa_circ_0013075	COL24A1
hsa_circ_0086814	UNC13B
hsa_circ_0007174	TNPO1
hsa_circ_0048806	RFX2
hsa_circ_0090075	PHEX
hsa_circ_0033731	KIAA0125
hsa_circ_0066047	NISCH
hsa_circ_0015159	BLZF1
hsa_circ_0044365	CALCOCO2
hsa_circ_0085229	UBR5
hsa_circ_0016416	FLVCR1
hsa_circ_0020330	METTL10
hsa_circ_0040779	ZCCHC14
hsa_circ_0048657	DPP9
hsa_circ_0044207	None
hsa_circ_0024987	RAD52
hsa_circ_0078704	THBS2
hsa_circ_0050956	SARS2
hsa_circ_0043435	MED1
hsa_circ_0003965	C9orf5
hsa_circ_0005305	VPS33A
hsa_circ_0085443	WDR67
hsa_circ_0068427	ETV5
hsa_circ_0036272	UBL7
hsa_circ_0053392	MEMO1
hsa_circ_0089568	TMEM141
hsa_circ_0087907	C9orf5
hsa_circ_0080693	POM121C
hsa_circ_0086737	UBAP2
hsa_circ_0025466	ETV6
hsa_circ_0089148	NUP214
hsa_circ_0065409	COL7A1
hsa_circ_0065420	COL7A1
hsa_circ_0075830	LINC00340
hsa_circ_0018144	ITGB1
hsa_circ_0085678	TRAPPC9
hsa_circ_0017281	SMYD3
hsa_circ_0050761	CAPNS1
hsa_circ_0081304	TRRAP
hsa_circ_0074547	NDST1
hsa_circ_0027053	RBMS2
hsa_circ_0017205	TCONS_l2_00002816
hsa_circ_0013128	CDC7
hsa_circ_0079906	VPS41
hsa_circ_0009373	MORN1
hsa_circ_0041879	POLR2A
hsa_circ_0051887	RPL13A
hsa_circ_0080422	AUTS2
hsa_circ_0076718	PKHD1
hsa_circ_0075986	ITPR3
hsa_circ_0012394	FAF1
hsa_circ_0070649	SEC24B
hsa_circ_0032712	TTLL5
hsa_circ_0046688	ENOSF1
hsa_circ_0017155	MTR
hsa_circ_0065429	COL7A1
hsa_circ_0044744	CUEDC1
hsa_circ_0003709	LARP4
hsa_circ_0043038	PSMD11
hsa_circ_0074553	RBM22
hsa_circ_0058097	FN1
hsa_circ_0014205	S100A11
hsa_circ_0011913	NFYC
hsa_circ_0029461	EP400
hsa_circ_0028645	PEBP1
hsa_circ_0061606	DOPEY2
hsa_circ_0057813	BMPR2
hsa_circ_0014368	UBAP2L
hsa_circ_0038490	EEF2K
hsa_circ_0046662	USP14
hsa_circ_0072553	PLK2
hsa_circ_0083977	DDHD2
hsa_circ_0071965	TRIO
hsa_circ_0036938	VPS33B
hsa_circ_0046374	FASN
hsa_circ_0059961	ITCH
hsa_circ_0026068	RND1
hsa_circ_0079558	RAPGEF5
hsa_circ_0038322	CCP110
hsa_circ_0052446	PXDN
hsa_circ_0012033	SZT2
hsa_circ_0001492	ERBB2IP
hsa_circ_0074694	GALNT10
hsa_circ_0086098	CPSF1
hsa_circ_0075655	RANBP9
hsa_circ_0040943	SPG7
hsa_circ_0064068	ITPR1
hsa_circ_0049125	MUC16
hsa_circ_0087687	NCBP1
hsa_circ_0029256	GTF2H3
hsa_circ_0004104	SPARC
hsa_circ_0028757	GCN1L1
hsa_circ_0064175	ARPC4
hsa_circ_0005384	KLHL8
hsa_circ_0034648	INO80
hsa_circ_0004244	MNAT1
hsa_circ_0012481	NRD1
hsa_circ_0071384	KLHL2
hsa_circ_0043019	ZNF207
hsa_circ_0086448	HAUS6
hsa_circ_0038942	MVP
hsa_circ_0060325	TGM2
hsa_circ_0048828	CLPP
hsa_circ_0063789	TTC38
hsa_circ_0005339	HDAC1
hsa_circ_0081729	FBXL13
hsa_circ_0034220	HERC2
hsa_circ_0034267	HERC2
hsa_circ_0041393	SMG6
hsa_circ_0030163	TPT1
hsa_circ_0056438	UGGT1
hsa_circ_0090288	DDX3X
hsa_circ_0030729	TM9SF2
hsa_circ_0020805	CD81
hsa_circ_0058775	DGKD
hsa_circ_0081187	SLC25A13
hsa_circ_0005892	AMMECR1L
hsa_circ_0078857	None
hsa_circ_0028639	VSIG10
hsa_circ_0088090	HSDL2
hsa_circ_0024440	MLL
hsa_circ_0006320	PPP3CC
hsa_circ_0062021	SLC19A1
hsa_circ_0032992	CPSF2
hsa_circ_0072008	MYO10
hsa_circ_0010872	ID3
hsa_circ_0032738	C14orf118
hsa_circ_0042718	FLOT2
hsa_circ_0017694	ECHDC3
hsa_circ_0078487	TMEM181
hsa_circ_0003223	MYO1E
hsa_circ_0008538	BRF1
hsa_circ_0031960	STYX
hsa_circ_0039334	ADCY7
hsa_circ_0006204	ZNF827
hsa_circ_0063635	NAGA
hsa_circ_0077156	SH3BGRL2
hsa_circ_0021200	ZNF143
hsa_circ_0035358	UNC13C
hsa_circ_0088883	WDR34
hsa_circ_0024153	CWF19L2
hsa_circ_0048694	KDM4B
hsa_circ_0045865	TMC6
hsa_circ_0060867	ATP9A
hsa_circ_0030306	WDFY2
hsa_circ_0068966	HTT
hsa_circ_0037541	CCNF
hsa_circ_0084183	HGSNAT
hsa_circ_0075211	DDX41
hsa_circ_0064455	NR2C2
hsa_circ_0035080	SPG11
hsa_circ_0034448	THBS1
hsa_circ_0003622	OSBPL9
hsa_circ_0002797	PPFIA2
hsa_circ_0076804	LRRC1
hsa_circ_0081974	DOCK4
hsa_circ_0020893	NUP98
hsa_circ_0044019	HDAC5
hsa_circ_0049907	HAUS8
hsa_circ_0020491	MKI67
hsa_circ_0062558	MMP11
hsa_circ_0083848	RBPMS
hsa_circ_0013626	SYT6
hsa_circ_0083094	RBM33
hsa_circ_0009467	NPHP4
hsa_circ_0038743	GTF3C1
hsa_circ_0090448	TIMP1
hsa_circ_0010906	IL28RA
hsa_circ_0059266	SLC4A11
hsa_circ_0077306	RRAGD
hsa_circ_0059182	NSFL1C
hsa_circ_0073223	ATG10
hsa_circ_0017468	WDR37
hsa_circ_0083163	UBE3C
hsa_circ_0018153	ITGB1
hsa_circ_0039532	NLRC5
hsa_circ_0055880	RPL31
hsa_circ_0082069	AASS
hsa_circ_0071816	SEMA5A
hsa_circ_0070222	PRDM8
hsa_circ_0040005	TMCO7
hsa_circ_0046130	SLC38A10
hsa_circ_0027681	TMTC2
hsa_circ_0039970	PRMT7
hsa_circ_0019170	EXOC6
hsa_circ_0003369	ARHGEF10L
hsa_circ_0078308	C6orf211
hsa_circ_0063067	MYH9
hsa_circ_0036563	None
hsa_circ_0033905	ADAM6
hsa_circ_0033221	DYNC1H1
hsa_circ_0050108	SSBP4
hsa_circ_0003911	CNOT1
hsa_circ_0065454	UQCRC1
hsa_circ_0075913	ZNF187
hsa_circ_0034594	BAHD1
hsa_circ_0025678	ITPR2
hsa_circ_0030710	DOCK9
hsa_circ_0007582	None
hsa_circ_0035159	FBN1
hsa_circ_0078185	STXBP5
hsa_circ_0023273	CPT1A
hsa_circ_0039063	PRR14
hsa_circ_0060052	EIF6
hsa_circ_0089318	GTF3C5
hsa_circ_0044522	COL1A1
hsa_circ_0052586	RRM2
hsa_circ_0002165	SRPK1
hsa_circ_0029444	SFSWAP
hsa_circ_0022427	AHNAK
hsa_circ_0046418	NARF
hsa_circ_0080537	EIF4H
hsa_circ_0089367	C9orf96
hsa_circ_0026420	KRT6A
hsa_circ_0032789	SPTLC2
hsa_circ_0069718	DCUN1D4
hsa_circ_0015718	TPR
hsa_circ_0015367	RFWD2
hsa_circ_0044774	SUPT4H1
hsa_circ_0025652	ITPR2
hsa_circ_0058400	OBSL1
hsa_circ_0087216	TRPM6
hsa_circ_0050123	FKBP8
hsa_circ_0050990	PLEKHG2
hsa_circ_0043061	MYO1D
hsa_circ_0039027	TBC1D10B
hsa_circ_0085760	PTK2
hsa_circ_0059249	PTPRA
hsa_circ_0015421	ABL2
hsa_circ_0047002	CEP192
hsa_circ_0055580	None
hsa_circ_0047078	ESCO1
hsa_circ_0088841	SPTAN1
hsa_circ_0034560	SRP14
hsa_circ_0068441	DGKG
hsa_circ_0005497	CNKSR3
hsa_circ_0046159	NPLOC4
hsa_circ_0019466	ABCC2
hsa_circ_0019787	NT5C2
hsa_circ_0069987	MTHFD2L
hsa_circ_0057106	PDK1
hsa_circ_0060282	RPN2
hsa_circ_0000400	TUBA1B
hsa_circ_0058337	FAM134A
hsa_circ_0027014	TIMELESS
hsa_circ_0001260	SUMF1
hsa_circ_0057998	UNC80
hsa_circ_0081127	COL1A2
hsa_circ_0021327	COPB1
hsa_circ_0085776	DENND3
hsa_circ_0070486	TSPAN5
hsa_circ_0016771	OBSCN
hsa_circ_0036210	PARP6
hsa_circ_0066479	LRIG1
hsa_circ_0087964	LPAR1
hsa_circ_0025340	CLSTN3
hsa_circ_0003038	APP
hsa_circ_0051463	MARK4
hsa_circ_0050072	MAST3
hsa_circ_0053763	BIRC6
hsa_circ_0075244	LOC202181
hsa_circ_0085123	RNF19A
hsa_circ_0009999	VPS13D
hsa_circ_0022201	PATL1
hsa_circ_0059164	CSNK2A1
hsa_circ_0072203	C5orf42
hsa_circ_0006871	ABCC4
hsa_circ_0048813	MLLT1
hsa_circ_0050949	SIRT2
hsa_circ_0022326	TMEM138
hsa_circ_0073660	DMXL1
hsa_circ_0019531	FAM178A
hsa_circ_0041859	POLR2A
hsa_circ_0071769	PAPD7
hsa_circ_0088397	RC3H2
hsa_circ_0038208	None
hsa_circ_0065323	DHX30
hsa_circ_0023593	XRRA1
hsa_circ_0014482	ADAM15
hsa_circ_0045951	LGALS3BP
hsa_circ_0068929	FAM193A
hsa_circ_0051131	ITPKC
hsa_circ_0055495	PTCD3
hsa_circ_0035775	HERC1
hsa_circ_0038880	NFATC2IP
hsa_circ_0016753	CDC42BPA
hsa_circ_0046798	PTPRM
hsa_circ_0076150	FKBP5
hsa_circ_0054604	RPS27A
hsa_circ_0027807	CDK17
hsa_circ_0034124	SNORD116-10
hsa_circ_0013575	LRIG2
hsa_circ_0047523	EPG5
hsa_circ_0024870	APLP2
hsa_circ_0068235	YEATS2
hsa_circ_0050410	NUDT19
hsa_circ_0053827	BIRC6
hsa_circ_0002535	ZNF707
hsa_circ_0001954	USP9Y
hsa_circ_0033678	None
hsa_circ_0080924	CACNA2D1
hsa_circ_0053108	TMEM214
hsa_circ_0076730	MCM3
hsa_circ_0006097	AHCTF1
hsa_circ_0032958	CCDC88C
hsa_circ_0060070	CEP250
hsa_circ_0082478	CALD1
hsa_circ_0076108	ZNF76
hsa_circ_0013938	None
hsa_circ_0039444	OGFOD1
hsa_circ_0050850	RYR1
hsa_circ_0021493	NAV2
hsa_circ_0034369	AQR
hsa_circ_0073176	MSH3
hsa_circ_0035821	SNX1
hsa_circ_0049771	TECR
hsa_circ_0028667	TAOK3
hsa_circ_0043704	ACLY
hsa_circ_0014906	COPA
hsa_circ_0088359	MRRF
hsa_circ_0019099	HECTD2
hsa_circ_0028629	RFC5
hsa_circ_0020856	NUP98
hsa_circ_0022897	OVOL1
hsa_circ_0081864	ATXN7L1
hsa_circ_0016908	SIPA1L2
hsa_circ_0029321	NCOR2
hsa_circ_0020666	RASSF7
hsa_circ_0042648	KIAA0100
hsa_circ_0014690	SMG5
hsa_circ_0039874	EDC4
hsa_circ_0065305	SMARCC1
hsa_circ_0004083	PRKACB
hsa_circ_0003215	MYO9B
hsa_circ_0077790	TRMT11
hsa_circ_0087002	CLTA
hsa_circ_0016209	ELK4
hsa_circ_0033346	DYNC1H1
hsa_circ_0045082	MED13
hsa_circ_0052496	KIDINS220
hsa_circ_0092278	MINK1
hsa_circ_0061596	DOPEY2
hsa_circ_0063050	MB
hsa_circ_0017033	TARBP1
hsa_circ_0078619	MAP3K4
hsa_circ_0092100	FAM3A
hsa_circ_0069739	FIP1L1
hsa_circ_0037322	CRAMP1L
hsa_circ_0083414	ZDHHC2
hsa_circ_0033878	None
hsa_circ_0091711	GABRE
hsa_circ_0013959	ACP6
hsa_circ_0035849	PIF1
hsa_circ_0041694	NUP88
hsa_circ_0041498	ZZEF1
hsa_circ_0046957	AFG3L2
hsa_circ_0017486	PFKP
hsa_circ_0060093	ERGIC3
hsa_circ_0015179	SCYL3
hsa_circ_0033016	ITPK1
hsa_circ_0009219	AGRN
hsa_circ_0004766	CCNB1IP1
hsa_circ_0016844	GALNT2
hsa_circ_0061531	GART
hsa_circ_0071321	FGA
hsa_circ_0027912	DRAM1
hsa_circ_0064655	TGFBR2
hsa_circ_0000587	HERC2
hsa_circ_0035487	CCNB2
hsa_circ_0043281	TADA2A
hsa_circ_0037672	CREBBP
hsa_circ_0062349	PI4KA
hsa_circ_0063239	TRIOBP
hsa_circ_0033158	EML1
hsa_circ_0049928	MYO9B
hsa_circ_0072683	ADAMTS6
hsa_circ_0009270	DVL1
hsa_circ_0056274	EPB41L5
hsa_circ_0067889	PHC3
hsa_circ_0033430	TRAF3
hsa_circ_0070920	MFSD8
hsa_circ_0092008	FLNA
hsa_circ_0048707	KDM4B
hsa_circ_0027238	R3HDM2
hsa_circ_0057725	CLK1
hsa_circ_0064343	TSEN2
hsa_circ_0075754	KIF13A
hsa_circ_0007323	TMEM184A
hsa_circ_0080646	WBSCR16
hsa_circ_0078600	IGF2R
hsa_circ_0028135	UBE3B
hsa_circ_0080803	ZP3
hsa_circ_0023278	MRPL21
hsa_circ_0090656	HUWE1
hsa_circ_0088660	LRSAM1
hsa_circ_0078888	None
hsa_circ_0067979	FNDC3B
hsa_circ_0057523	GLS
hsa_circ_0034375	AQR
hsa_circ_0050398	ANKRD27
hsa_circ_0049629	FARSA
hsa_circ_0012019	CDC20
hsa_circ_0067400	TOPBP1
hsa_circ_0060983	VAPB
hsa_circ_0049959	OCEL1
hsa_circ_0075198	DBN1
hsa_circ_0044913	HEATR6
hsa_circ_0080185	TNS3
hsa_circ_0005801	TM9SF3
hsa_circ_0049706	DCAF15
hsa_circ_0024057	CWC15
hsa_circ_0016902	TSNAX-DISC1
hsa_circ_0012539	ZCCHC11
hsa_circ_0022940	PACS1
hsa_circ_0089325	GTF3C5
hsa_circ_0027565	PTPRB
hsa_circ_0075228	DDX41
hsa_circ_0020078	FAM160B1
hsa_circ_0062783	ZMAT5
hsa_circ_0045107	TLK2
